Cinsiyet,Şirketiniz hangi şehirde? (Eğer Türkiye ise),Çalışma şekliniz nedir?,Şirketinizin çalışan sayısı nedir?,Hangi pozisyonda çalışıyorsunuz?,Çalıştığınız şirketteki unvanınız nedir?,Deneyim,Ağırlıklı olarak hangi teknolojileri / dilleri kullanıyorsunuz?,Kazancınız hangi para biriminde?,Senede kaç kez zam alıyorsunuz?,"Maaş / Aylık Türk Lirası cinsinden          (Ortalama ""NET"" ücret)"
Erkek,37 Kastamonu,Ofiste,1-10,Frontend Developer / Engineer,Mid,0-1 Yıl,"C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler",Türk Lirası,1,17.002 TL - 22.451 TL
Erkek,41 Kocaeli,Hybrid,1.000-5.000,iOS Developer,Mid,1-3 Yıl,Swift,Türk Lirası,2,54.952 TL - 67.202 TL
Erkek,34 İstanbul,Hybrid,10.000 ve üzeri,UI/UX Designer,Junior,1-3 Yıl,"Adobe CC araçları
Figma / XD ve diğer tasarım araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları",Türk Lirası,2,54.952 TL - 67.202 TL
Erkek,34 İstanbul,Ofiste,51-150,Backend Developer / Engineer,Senior,7-9 Yıl,"ChatGPT
PHP
SQL",Türk Lirası,1,44.704 TL - 54.951 TL
Erkek,34 İstanbul,Remote,301-600,Backend Developer / Engineer,Junior,3-5 Yıl,"C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
NoSQL
SQL",Türk Lirası,2,44.704 TL - 54.951 TL
Erkek,16 Bursa,Hybrid,151-300,Team Lead,Senior,9-12 Yıl,"C, C++
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Linux
Rust",Türk Lirası,2,105.103 TL - 127.552 TL
Erkek,34 İstanbul,Remote,1-10,Team Lead,Senior,7-9 Yıl,"Adobe CC araçları
ChatGPT
Javascript / Typescript ve bağlı framework'ler
PHP",Türk Lirası,2,54.952 TL - 67.202 TL
Erkek,34 İstanbul,Hybrid,1.000-5.000,ABAP Consultant,Mid,1-3 Yıl,"Adobe CC araçları
ABAP
SAP",Türk Lirası,2,44.704 TL - 54.951 TL
Kadın,34 İstanbul,Hybrid,21-50,AI - ML Developer / Engineer,Junior,1-3 Yıl,"C, C++
ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Linux
Microsoft Office Araçları",Türk Lirası,2,29.802 TL - 37.252 TL
Erkek,34 İstanbul,Hybrid,11-20,Backend Developer / Engineer,Junior,0-1 Yıl,"C# / .NET Framework
ChatGPT
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL",Türk Lirası,2,17.002 TL - 22.451 TL
Erkek,34 İstanbul,Hybrid,21-50,Backend Developer / Engineer,Senior,5-7 Yıl,"C# / .NET Framework
C, C++
SQL",Türk Lirası,1,44.704 TL - 54.951 TL
Erkek,34 İstanbul,Remote,151-300,Team Lead,Staff,7-9 Yıl,"C# / .NET Framework
SQL",Türk Lirası,2,82.653 TL - 105.102 TL
Erkek,,Remote,51-150,Frontend Developer / Engineer,Mid,1-3 Yıl,"ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
PHP",Dolar,1,54.952 TL - 67.202 TL
Erkek,06 Ankara,Remote,151-300,Fullstack Developer / Engineer,Junior,1-3 Yıl,"DevOps araçları
Java ve bağlı framework'ler
SQL",Türk Lirası,2,54.952 TL - 67.202 TL
Erkek,34 İstanbul,Remote,1.000-5.000,Fullstack Developer / Engineer,Junior,1-3 Yıl,"C# / .NET Framework
ChatGPT
Figma / XD ve diğer tasarım araçları
Microsoft Office Araçları
Python
SQL",Türk Lirası,,29.802 TL - 37.252 TL
Erkek,34 İstanbul,Hybrid,1.000-5.000,Team Lead,Senior,9-12 Yıl,"DevOps araçları
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
SQL",Türk Lirası,2,150.003 TL - 195.002 TL
Erkek,35 İzmir,Remote,1-10,Fullstack Developer / Engineer,Mid,1-3 Yıl,"ChatGPT
Flutter
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Python",Türk Lirası,2,17.002 TL - 22.451 TL
Kadın,34 İstanbul,Remote,601-1.000,Backend Developer / Engineer,Mid,3-5 Yıl,"C# / .NET Framework
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL",Türk Lirası,2,67.203 TL - 82.652 TL
Erkek,34 İstanbul,Hybrid,1.000-5.000,Tech Lead,Staff,12 Yıl ve üzeri,"C# / .NET Framework
DevOps araçları",Türk Lirası,2,127.553 TL - 150.002 TL
Erkek,06 Ankara,Ofiste,5.000-10.000,DevOps,Mid,1-3 Yıl,"ChatGPT
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Golang
Kubernetes
Linux
Microsoft Office Araçları
Python",Türk Lirası,2,37.253 TL - 44.703 TL
Erkek,41 Kocaeli,Hybrid,1-10,Team Lead,Junior,1-3 Yıl,"ChatGPT
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları",Türk Lirası,2,44.704 TL - 54.951 TL
Erkek,34 İstanbul,Hybrid,11-20,Database Administrator,Mid,1-3 Yıl,"Cloud araçları ( AWS, Azure, GCP vs)
Linux
NoSQL
Python
SQL",Türk Lirası,2,29.802 TL - 37.252 TL
Erkek,34 İstanbul,Ofiste,11-20,Mobile Developer(Cross Platform),Junior,0-1 Yıl,Flutter,Türk Lirası,1,29.802 TL - 37.252 TL
Erkek,34 İstanbul,Ofiste,21-50,Data Warehouse Developer,Junior,0-1 Yıl,"Microsoft Office Araçları
SQL",Türk Lirası,1,22.452 TL - 26.802 TL
Kadın,06 Ankara,Ofiste,21-50,Fullstack Developer / Engineer,Mid,3-5 Yıl,"ChatGPT
Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL",Türk Lirası,2,37.253 TL - 44.703 TL
Erkek,34 İstanbul,Remote,1.000-5.000,Mobile Developer(Cross Platform),Mid,3-5 Yıl,"Flutter
Kotlin
Swift",Türk Lirası,2,82.653 TL - 105.102 TL
Erkek,34 İstanbul,Remote,301-600,Backend Developer / Engineer,Junior,1-3 Yıl,"ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
SQL",Türk Lirası,2,37.253 TL - 44.703 TL
Erkek,34 İstanbul,Hybrid,301-600,Backend Developer / Engineer,Junior,0-1 Yıl,"C# / .NET Framework
Java ve bağlı framework'ler",Türk Lirası,1,37.253 TL - 44.703 TL
Erkek,35 İzmir,Ofiste,1-10,Android Developer,Mid,1-3 Yıl,"ChatGPT
Flutter
Java ve bağlı framework'ler
Kotlin",Türk Lirası,2,22.452 TL - 26.802 TL
Erkek,34 İstanbul,Remote,51-150,Fullstack Developer / Engineer,Senior,9-12 Yıl,"C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler
SQL",Türk Lirası,2,105.103 TL - 127.552 TL
Erkek,34 İstanbul,Remote,301-600,iOS Developer,Mid,1-3 Yıl,Swift,Türk Lirası,4 veya üzeri,54.952 TL - 67.202 TL
Erkek,34 İstanbul,Remote,151-300,Data Analyst,Junior,0-1 Yıl,"Microsoft Office Araçları
SQL",Türk Lirası,1,29.802 TL - 37.252 TL
Erkek,34 İstanbul,Remote,151-300,DevOps,Junior,1-3 Yıl,"DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
Linux
Python",Türk Lirası,2,54.952 TL - 67.202 TL
Erkek,34 İstanbul,Ofiste,21-50,Mobile Developer(Cross Platform),Junior,1-3 Yıl,"Flutter
PHP
SQL",Türk Lirası,2,17.002 TL - 22.451 TL
Erkek,,Hybrid,10.000 ve üzeri,Q/A - Test Automation Engineer,Junior,0-1 Yıl,"C# / .NET Framework
ChatGPT
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
SQL",Türk Lirası,1,29.802 TL - 37.252 TL
Erkek,34 İstanbul,Ofiste,1.000-5.000,Backend Developer / Engineer,Yeni mezun,0-1 Yıl,"Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux",Türk Lirası,2,37.253 TL - 44.703 TL
Kadın,34 İstanbul,Hybrid,1.000-5.000,Data Analyst,Junior,1-3 Yıl,,Türk Lirası,1,37.253 TL - 44.703 TL
Erkek,,Remote,151-300,Backend Developer / Engineer,Mid,5-7 Yıl,"Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
SQL",Euro,1,82.653 TL - 105.102 TL
Erkek,34 İstanbul,Remote,601-1.000,CRM Developer,Junior,1-3 Yıl,,Türk Lirası,2,26.803 TL - 29.801 TL
Erkek,34 İstanbul,Remote,301-600,iOS Developer,Mid,1-3 Yıl,Swift,Dolar,2,54.952 TL - 67.202 TL
Erkek,34 İstanbul,Remote,151-300,Software Development Manager,Staff,12 Yıl ve üzeri,"ChatGPT
Java ve bağlı framework'ler
Kotlin
Swift",Türk Lirası,1,150.003 TL - 195.002 TL
Erkek,34 İstanbul,Remote,151-300,Backend Developer / Engineer,Mid,1-3 Yıl,Python,Türk Lirası,2,44.704 TL - 54.951 TL
Erkek,34 İstanbul,Hybrid,301-600,Enterprise Architect,Junior,1-3 Yıl,"C# / .NET Framework
ChatGPT
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Golang
Javascript / Typescript ve bağlı framework'ler
Kubernetes
Linux
NoSQL
SQL",Türk Lirası,2,29.802 TL - 37.252 TL
Erkek,34 İstanbul,Ofiste,1.000-5.000,Product Owner,Senior,5-7 Yıl,"Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
Microsoft Office Araçları
SAP",Türk Lirası,2,82.653 TL - 105.102 TL
Erkek,35 İzmir,Remote,21-50,UI/UX Designer,Mid,3-5 Yıl,,Türk Lirası,2,29.802 TL - 37.252 TL
Erkek,34 İstanbul,Remote,601-1.000,Backend Developer / Engineer,Senior,5-7 Yıl,C# / .NET Framework,Türk Lirası,2,82.653 TL - 105.102 TL
Kadın,34 İstanbul,Remote,301-600,Frontend Developer / Engineer,Mid,3-5 Yıl,Javascript / Typescript ve bağlı framework'ler,Türk Lirası,2,67.203 TL - 82.652 TL
Erkek,34 İstanbul,Remote,11-20,Fullstack Developer / Engineer,Junior,1-3 Yıl,"Javascript / Typescript ve bağlı framework'ler
PHP",Türk Lirası,2,37.253 TL - 44.703 TL
Erkek,34 İstanbul,Ofiste,301-600,Fullstack Developer / Engineer,Yeni mezun,0-1 Yıl,"C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler
SQL",Türk Lirası,2,26.803 TL - 29.801 TL
Erkek,34 İstanbul,Ofiste,51-150,Fullstack Developer / Engineer,Junior,1-3 Yıl,"C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler
SQL",Türk Lirası,2,54.952 TL - 67.202 TL
Erkek,34 İstanbul,Remote,601-1.000,Backend Developer / Engineer,Mid,3-5 Yıl,"C# / .NET Framework
SQL",Türk Lirası,2,44.704 TL - 54.951 TL
Erkek,34 İstanbul,Hybrid,51-150,Product Owner,Senior,7-9 Yıl,,Türk Lirası,2,82.653 TL - 105.102 TL
Erkek,34 İstanbul,Remote,51-150,Salesforce Developer,Senior,12 Yıl ve üzeri,"Java ve bağlı framework'ler
Salesforce",Sterlin,2,105.103 TL - 127.552 TL
Erkek,34 İstanbul,Remote,51-150,Fullstack Developer / Engineer,Junior,1-3 Yıl,"C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler",Türk Lirası,4 veya üzeri,54.952 TL - 67.202 TL
Erkek,34 İstanbul,Hybrid,5.000-10.000,Data Engineer,Senior,3-5 Yıl,"Cloud araçları ( AWS, Azure, GCP vs)
Java ve bağlı framework'ler
Kubernetes",Türk Lirası,2,127.553 TL - 150.002 TL
Erkek,34 İstanbul,Remote,1.000-5.000,Android Developer,Senior,7-9 Yıl,"ChatGPT
Figma / XD ve diğer tasarım araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kotlin",Türk Lirası,1,127.553 TL - 150.002 TL
Erkek,,Hybrid,1.000-5.000,DevOps,Senior,7-9 Yıl,"Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Linux
NoSQL
Python",Euro,1,127.553 TL - 150.002 TL
Erkek,34 İstanbul,Hybrid,1.000-5.000,Fullstack Developer / Engineer,Senior,5-7 Yıl,"C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler
SQL",Türk Lirası,4 veya üzeri,54.952 TL - 67.202 TL
Erkek,34 İstanbul,Ofiste,1-10,Fullstack Developer / Engineer,Junior,0-1 Yıl,Javascript / Typescript ve bağlı framework'ler,Türk Lirası,1,17.002 TL - 22.451 TL
Erkek,34 İstanbul,Hybrid,151-300,Diğer,Mid,5-7 Yıl,C# / .NET Framework,Türk Lirası,2,37.253 TL - 44.703 TL
Erkek,34 İstanbul,Hybrid,151-300,Product Owner,Mid,5-7 Yıl,"Figma / XD ve diğer tasarım araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları",Türk Lirası,2,29.802 TL - 37.252 TL
Erkek,34 İstanbul,Hybrid,11-20,Mobile Developer(Cross Platform),Senior,1-3 Yıl,Flutter,Türk Lirası,2,37.253 TL - 44.703 TL
Erkek,38 Kayseri,Ofiste,11-20,Fullstack Developer / Engineer,Mid,1-3 Yıl,"Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
PHP",Türk Lirası,1,29.802 TL - 37.252 TL
Erkek,34 İstanbul,Hybrid,10.000 ve üzeri,Android Developer,Senior,7-9 Yıl,Kotlin,Türk Lirası,2,82.653 TL - 105.102 TL
Erkek,34 İstanbul,Remote,1.000-5.000,iOS Developer,Mid,1-3 Yıl,Swift,Türk Lirası,2,54.952 TL - 67.202 TL
Erkek,34 İstanbul,Hybrid,5.000-10.000,SAP Consultant,Senior,7-9 Yıl,"ABAP
Microsoft Office Araçları
SAP",Türk Lirası,1,82.653 TL - 105.102 TL
Erkek,35 İzmir,Hybrid,10.000 ve üzeri,Embedded Developer / Engineer,Mid,1-3 Yıl,"C, C++",Türk Lirası,1,29.802 TL - 37.252 TL
Erkek,34 İstanbul,Remote,1.000-5.000,Backend Developer / Engineer,Senior,12 Yıl ve üzeri,"C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler
SQL",Türk Lirası,1,82.653 TL - 105.102 TL
Erkek,34 İstanbul,Remote,1-10,DevOps,Mid,1-3 Yıl,"ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Kubernetes
Linux",Türk Lirası,,54.952 TL - 67.202 TL
Kadın,34 İstanbul,Remote,51-150,Business Analyst,Mid,1-3 Yıl,"ChatGPT
Figma / XD ve diğer tasarım araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
SQL",Türk Lirası,2,29.802 TL - 37.252 TL
Erkek,34 İstanbul,Ofiste,1-10,Fullstack Developer / Engineer,Senior,9-12 Yıl,"C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
PHP
SQL",Türk Lirası,1,29.802 TL - 37.252 TL
Erkek,34 İstanbul,Remote,601-1.000,Backend Developer / Engineer,Senior,3-5 Yıl,"C# / .NET Framework
DevOps araçları
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
SQL",Türk Lirası,2,54.952 TL - 67.202 TL
Erkek,34 İstanbul,Remote,601-1.000,Backend Developer / Engineer,Senior,9-12 Yıl,Java ve bağlı framework'ler,Türk Lirası,2,82.653 TL - 105.102 TL
Kadın,34 İstanbul,Hybrid,10.000 ve üzeri,Fullstack Developer / Engineer,Mid,5-7 Yıl,"C# / .NET Framework
Microsoft Office Araçları
SQL",Türk Lirası,2,82.653 TL - 105.102 TL
Erkek,34 İstanbul,Hybrid,601-1.000,Backend Developer / Engineer,Yeni mezun,0-1 Yıl,Java ve bağlı framework'ler,Türk Lirası,1,105.103 TL - 127.552 TL
Erkek,34 İstanbul,Remote,1.000-5.000,Fullstack Developer / Engineer,Mid,1-3 Yıl,Java ve bağlı framework'ler,Türk Lirası,2,44.704 TL - 54.951 TL
Erkek,34 İstanbul,Hybrid,151-300,Fullstack Developer / Engineer,Junior,0-1 Yıl,Java ve bağlı framework'ler,Türk Lirası,2,17.002 TL - 22.451 TL
Erkek,34 İstanbul,Ofiste,51-150,Backend Developer / Engineer,Senior,3-5 Yıl,"C# / .NET Framework
ChatGPT
Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler
SQL",Türk Lirası,2,67.203 TL - 82.652 TL
Erkek,34 İstanbul,Remote,11-20,Fullstack Developer / Engineer,Senior,5-7 Yıl,"Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
Microsoft Office Araçları
Python",Türk Lirası,1,82.653 TL - 105.102 TL
Erkek,34 İstanbul,Hybrid,1.000-5.000,Software Engineer,Senior,7-9 Yıl,"C# / .NET Framework
DevOps araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL",Türk Lirası,2,67.203 TL - 82.652 TL
Erkek,42 Konya,Ofiste,21-50,Fullstack Developer / Engineer,Senior,12 Yıl ve üzeri,"C# / .NET Framework
Kubernetes
SQL",Türk Lirası,2,44.704 TL - 54.951 TL
Erkek,,Remote,301-600,Frontend Developer / Engineer,Mid,3-5 Yıl,Javascript / Typescript ve bağlı framework'ler,Türk Lirası,4 veya üzeri,54.952 TL - 67.202 TL
Erkek,06 Ankara,Hybrid,1.000-5.000,Data Analyst,Mid,1-3 Yıl,"ChatGPT
Python
SQL",Türk Lirası,1,29.802 TL - 37.252 TL
Erkek,34 İstanbul,Remote,1.000-5.000,Solution Developer / Specialist,Senior,12 Yıl ve üzeri,"C# / .NET Framework
SQL",Türk Lirası,1,82.653 TL - 105.102 TL
Kadın,34 İstanbul,Hybrid,10.000 ve üzeri,Business Analyst,Senior,12 Yıl ve üzeri,"C# / .NET Framework
C, C++
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Figma / XD ve diğer tasarım araçları
Microsoft Office Araçları
SQL",Türk Lirası,2,82.653 TL - 105.102 TL
Erkek,41 Kocaeli,Hybrid,10.000 ve üzeri,Backend Developer / Engineer,Mid,3-5 Yıl,"Java ve bağlı framework'ler
SQL",Türk Lirası,2,54.952 TL - 67.202 TL
Erkek,34 İstanbul,Remote,5.000-10.000,Fullstack Developer / Engineer,Junior,1-3 Yıl,"Golang
Javascript / Typescript ve bağlı framework'ler",Türk Lirası,2,67.203 TL - 82.652 TL
Erkek,34 İstanbul,Hybrid,301-600,CTO (Chief Technology Officer),Staff,12 Yıl ve üzeri,"Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Golang
Javascript / Typescript ve bağlı framework'ler
Kubernetes
Linux
PHP
Python",Türk Lirası,2,239.003 TL - 298.752 TL
Erkek,16 Bursa,Hybrid,11-20,Backend Developer / Engineer,Mid,3-5 Yıl,C# / .NET Framework,Türk Lirası,2,29.802 TL - 37.252 TL
Kadın,34 İstanbul,Ofiste,51-150,Business Analyst,Junior,0-1 Yıl,SQL,Türk Lirası,1,17.002 TL - 22.451 TL
Erkek,34 İstanbul,Hybrid,10.000 ve üzeri,Software Architect,Senior,12 Yıl ve üzeri,"C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Figma / XD ve diğer tasarım araçları
SQL",Türk Lirası,2,105.103 TL - 127.552 TL
Erkek,34 İstanbul,Hybrid,10.000 ve üzeri,Data Warehouse Developer,Mid,1-3 Yıl,"Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Linux
Python
SQL",Türk Lirası,1,37.253 TL - 44.703 TL
Erkek,34 İstanbul,Ofiste,601-1.000,Backend Developer / Engineer,Mid,3-5 Yıl,PHP,Türk Lirası,1,44.704 TL - 54.951 TL
Erkek,34 İstanbul,Remote,10.000 ve üzeri,Software Engineer,Senior,5-7 Yıl,"Kubernetes
Linux
Python",Türk Lirası,2,82.653 TL - 105.102 TL
Erkek,35 İzmir,Remote,601-1.000,Solution Developer / Specialist,Senior,7-9 Yıl,C# / .NET Framework,Türk Lirası,2,67.203 TL - 82.652 TL
Erkek,06 Ankara,Ofiste,51-150,IT Specialist,Senior,5-7 Yıl,"Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
Microsoft Office Araçları
SQL",Türk Lirası,1,67.203 TL - 82.652 TL
Kadın,34 İstanbul,Remote,11-20,Project Manager,Mid,5-7 Yıl,"Cloud araçları ( AWS, Azure, GCP vs)",Türk Lirası,2,82.653 TL - 105.102 TL
Erkek,34 İstanbul,Remote,51-150,Business Analyst,Junior,1-3 Yıl,SQL,Türk Lirası,1,44.704 TL - 54.951 TL
Erkek,34 İstanbul,Remote,1-10,AI - ML Developer / Engineer,Junior,1-3 Yıl,"Docker / containerd / Hyper-V / LXC / Podman
Python",Dolar,1,44.704 TL - 54.951 TL
Erkek,,Remote,21-50,Fullstack Developer / Engineer,Mid,1-3 Yıl,"C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları",Türk Lirası,2,29.802 TL - 37.252 TL
Erkek,34 İstanbul,Hybrid,601-1.000,Business Analyst,Mid,3-5 Yıl,SQL,Türk Lirası,1,54.952 TL - 67.202 TL
Erkek,34 İstanbul,Hybrid,10.000 ve üzeri,Project Manager,Senior,12 Yıl ve üzeri,,Türk Lirası,2,82.653 TL - 105.102 TL
Erkek,06 Ankara,Ofiste,1-10,Diğer,Mid,1-3 Yıl,"Adobe CC araçları
ChatGPT
Figma / XD ve diğer tasarım araçları
Microsoft Office Araçları
PHP
SQL",Türk Lirası,1,17.002 TL - 22.451 TL
Erkek,,Remote,21-50,Machine Learning Engineer,Junior,1-3 Yıl,"Linux
Python",Dolar,1,67.203 TL - 82.652 TL
Erkek,34 İstanbul,Hybrid,10.000 ve üzeri,Business Analyst,Junior,1-3 Yıl,"C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Figma / XD ve diğer tasarım araçları
Microsoft Office Araçları
SQL",Türk Lirası,2,37.253 TL - 44.703 TL
Erkek,34 İstanbul,Remote,11-20,Frontend Developer / Engineer,Mid,5-7 Yıl,"Adobe CC araçları
Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler
No-code / Low-code Araçları
PHP",Türk Lirası,1,22.452 TL - 26.802 TL
Erkek,34 İstanbul,Remote,1.000-5.000,Mobile Developer(Cross Platform),Mid,1-3 Yıl,"Figma / XD ve diğer tasarım araçları
Flutter
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları",Türk Lirası,2,54.952 TL - 67.202 TL
Erkek,06 Ankara,Ofiste,1.000-5.000,Software Architect,Senior,5-7 Yıl,"ChatGPT
Docker / containerd / Hyper-V / LXC / Podman
Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Python
SQL",Türk Lirası,2,105.103 TL - 127.552 TL
Erkek,34 İstanbul,Hybrid,1.000-5.000,Backend Developer / Engineer,Mid,3-5 Yıl,"C# / .NET Framework
ChatGPT
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
PHP
SQL",Dolar,2,82.653 TL - 105.102 TL
Kadın,34 İstanbul,Ofiste,10.000 ve üzeri,Android Developer,Mid,1-3 Yıl,"Java ve bağlı framework'ler
Kotlin",Türk Lirası,2,54.952 TL - 67.202 TL
Erkek,34 İstanbul,Remote,301-600,Software Engineer,Mid,3-5 Yıl,"ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
PHP
SQL",Türk Lirası,3,44.704 TL - 54.951 TL
Erkek,34 İstanbul,Hybrid,51-150,Software Engineer,Junior,0-1 Yıl,"C# / .NET Framework
SQL",Türk Lirası,1,29.802 TL - 37.252 TL
Erkek,,Remote,10.000 ve üzeri,Software Engineer,Mid,3-5 Yıl,"C, C++",Euro,1,67.203 TL - 82.652 TL
Erkek,,Remote,10.000 ve üzeri,Diğer,Senior,12 Yıl ve üzeri,"ChatGPT
DevOps araçları
Java ve bağlı framework'ler
SQL
Salesforce",Euro,1,298.753 TL - 373.502 TL
Erkek,34 İstanbul,Remote,11-20,Frontend Developer / Engineer,Junior,1-3 Yıl,"Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları",Türk Lirası,1,29.802 TL - 37.252 TL
Erkek,16 Bursa,Ofiste,11-20,Frontend Developer / Engineer,Junior,1-3 Yıl,Javascript / Typescript ve bağlı framework'ler,Türk Lirası,1,22.452 TL - 26.802 TL
